system,path,name,size,attrhex,attrstr,created,accessed,modified,companyname,filedescription,fileversion,internalname,legalcopyright,originalfilename,productname,productversion,cert_exists,cert_verified,cert_result,cert_comment,cert_signer,cert_type,md5,sha1,sha256
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\EN\","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","14760","0x20","ARCHIVE","2022-03-08T09:48:50Z","2022-09-11T00:54:51Z","2022-03-08T09:48:50Z","Microsoft Corporation","System Center PowerShell Module","10.20.18067.0","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","cd211ea7aabb351989883dffcd0d158f","002d501b84fdac88bde214e7465b3501d08afbdf","d156fe0dcd78a9315efa250190e7c639c12a3d395a7671b034e5fe76d5c6fcd9"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\EN\","TestCloudConnection.resources.dll","18344","0x20","ARCHIVE","2022-03-08T09:48:30Z","2022-09-11T00:54:51Z","2022-03-08T09:48:30Z","Microsoft Corporation","Azure Log Analytics Cloud Connection Test","10.20.18067.0","TestCloudConnection.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","TestCloudConnection.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","cd82f4e1a2bb4143a51d1e04f11bea2b","14f7ffe14661be677129714d460840abd4b98810","a6df6c15fc022518475b33cd30ba874da4d696f1d5e6ff47099d383cee6f46f7"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\ES\","MaintenanceMode.resources.dll","14768","0x20","ARCHIVE","2022-03-08T09:48:10Z","2022-09-11T00:54:51Z","2022-03-08T09:48:10Z","Microsoft Corporation","MaintenanceMode","10.20.18067.0","MaintenanceMode.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","MaintenanceMode.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","1947a899a1f582de02f729edc6e0e6a5","75f69cf15f372cf6df4e234bfa21a7a407dd7199","0eabea5f1d39b7ab410fe907a6273b7eab85bc325cd0e8e7757edc9fbd7ffe40"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\ES\","Microsoft.EnterpriseManagement.HealthService.Internal.resources.dll","17328","0x20","ARCHIVE","2022-03-08T09:48:50Z","2022-09-11T00:54:51Z","2022-03-08T09:48:50Z","Microsoft Corporation","Health Service Managed Runtime","10.20.18067.0","Microsoft.EnterpriseManagement.HealthService.Internal.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","Microsoft.EnterpriseManagement.HealthService.Internal.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","ec267836dacdde1b8f251bfc229462a0","b3a38021f211c1eff16d6b1e90f6922397779d28","73da46b1b77a47813244a425eb4c8a35fdf34345ab99a04e7dfc5e775fe1ba99"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\ES\","Microsoft.EnterpriseManagement.HealthService.resources.dll","15800","0x20","ARCHIVE","2022-03-08T09:48:10Z","2022-09-11T00:54:51Z","2022-03-08T09:48:10Z","Microsoft Corporation","API del servicio de mantenimiento","10.20.18067.0","Microsoft.EnterpriseManagement.HealthService.resources.dll","Copyright 2016 Microsoft Corporation. Reservados todos los derechos.","Microsoft.EnterpriseManagement.HealthService.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","bfadb361cbf69e28bc04431b3b1f4dfe","9651443aab65b12b75624e8c5faf92dcab0a44a1","425a379ef6090dce86afe873f9a8c5986080cca2f2f517729ade5e64072aa3d0"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\ES\","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","15792","0x20","ARCHIVE","2022-03-08T09:48:00Z","2022-09-11T00:54:51Z","2022-03-08T09:48:00Z","Microsoft Corporation","System Center PowerShell Module","10.20.18067.0","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","d0bd06c935278523212e7555e7a7daed","bad17f5ea11d8d5deac4f8787b6cd0fa6311061f","63e9a3b34850610631d558b0a2b9cd26c4e8886b0424bfa2cb14d0e2d4238a8d"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\ES\","TestCloudConnection.resources.dll","20400","0x20","ARCHIVE","2022-03-08T09:48:10Z","2022-09-11T00:54:51Z","2022-03-08T09:48:10Z","Microsoft Corporation","Prueba de conexi&#243;n a la nube de Azure Log Analytics","10.20.18067.0","TestCloudConnection.resources.dll","Copyright 2016 Microsoft Corporation. Reservados todos los derechos.","TestCloudConnection.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","484520e3b94fca4f0267dc5bbf60a194","ed1046d56391071fa299d92c8c3c2afeab3a2eaa","b91f8797450c73cfbaed54829a2ca97309b0fb5915c6840120c38024ef60e339"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\FR\","MaintenanceMode.resources.dll","13736","0x20","ARCHIVE","2022-03-08T09:48:30Z","2022-09-11T00:54:51Z","2022-03-08T09:48:30Z","Microsoft Corporation","MaintenanceMode","10.20.18067.0","MaintenanceMode.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","MaintenanceMode.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","67fa5537f4c7974926c4431dc76e942e","cf6704e71037d816d63063c7ac347221d2e01cbd","7f819102214c5825c4e64d172a0c0089ed914cbd542c069c59a7d7b67d89e17d"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\FR\","Microsoft.EnterpriseManagement.HealthService.Internal.resources.dll","17336","0x20","ARCHIVE","2022-03-08T09:48:00Z","2022-09-11T00:54:51Z","2022-03-08T09:48:00Z","Microsoft Corporation","Health Service Managed Runtime","10.20.18067.0","Microsoft.EnterpriseManagement.HealthService.Internal.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","Microsoft.EnterpriseManagement.HealthService.Internal.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","173a0ef75aea5faf308323053f960cdc","c591987c3d9a975dd0b451b42a011016afb66af6","2cb3919a9318354e16b38ac716db0a120d327cb6993caa3ed97e601cae541824"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\FR\","Microsoft.EnterpriseManagement.HealthService.resources.dll","15792","0x20","ARCHIVE","2022-03-08T09:48:10Z","2022-09-11T00:54:51Z","2022-03-08T09:48:10Z","Microsoft Corporation","Health Service API","10.20.18067.0","Microsoft.EnterpriseManagement.HealthService.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","Microsoft.EnterpriseManagement.HealthService.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","ce3ea91c4e429c098c20a4d12c7fead1","3158f79a46100d75913b8f8069a42859657136e1","1a9ef5a0602cba5445937a83974312643c945341ea5a325bc9291f7f3d54bf6c"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\FR\","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","15792","0x20","ARCHIVE","2022-03-08T09:48:30Z","2022-09-11T00:54:51Z","2022-03-08T09:48:30Z","Microsoft Corporation","System Center PowerShell Module","10.20.18067.0","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","Copyright 2016 Microsoft Corporation.  All rights reserved.","Microsoft.EnterpriseManagement.Modules.PowerShell.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","3c1d0dfbbd02964208e33d0b598d2645","620400df3d6dccefc5019551bd7381406903f54e","9d6006ee88d155c71642e8d96c43e41e92386b1fd78df7353d5e986ca86ab249"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\FR\","TestCloudConnection.resources.dll","19368","0x20","ARCHIVE","2022-03-08T09:48:10Z","2022-09-11T00:54:51Z","2022-03-08T09:48:10Z","Microsoft Corporation","Test de connexion cloud &#224; Azure Log Analytics","10.20.18067.0","TestCloudConnection.resources.dll","Copyright 2016 Microsoft Corporation. Tous droits r&#233;serv&#233;s.","TestCloudConnection.resources.dll","Microsoft Monitoring Agent","10.20.18067.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","88d28e28bd2ea9c5617ba0f8c61a40fd","6df18d5a3d407941f71ba4e8f7e4001ecee50017","060a266316a826731feb025bbc7daa5b9e0a3d3520255e5f81198d7a870267e9"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\","Microsoft.Cabinet.dll","72512","0x20","ARCHIVE","2022-10-12T03:11:30Z","2022-10-12T03:11:30Z","2022-09-11T00:55:09Z","Microsoft Corporation"," ","3.0.50330.0","Microsoft.Cabinet.dll","Copyright &#169; 2001-2005 Microsoft Corporation. All rights reserved.","Microsoft.Cabinet.dll","MsiManagedLib","3.0.50330.0","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","da83334d959bef671533dd756190f902","f5d26eaf0f7f7cc44b21a65b35786a9e83bb2243","0236a4be257bb2702298590446705d8202ef313c9b7c7f128f6ca041c6093b1a"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-console-l1-1-0.dll","19256","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","5a75a7940bc8762e41dafcce9c07628b","1ca449c744b11ab4459a4bd7e11f8d2740c62436","4aaf273c4cb1d93b8c8686843ffbc577d31e1c010e02ae8e72478c5b52dda06d"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-datetime-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","b7300d7a31bc0c3abb631f1951cc103a","1d510c44e16251bcfbc6050fc8e0d602b4dc40d0","a580c502170462431a197954eada3a2b92cddda8e77d489475a8fa6da0000349"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-debug-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","b65d571875079332c81963ff98e62ab3","dc68643c467610c27b7d522277dcad8be773239a","b83a794600a47be935cc562ace7a4d531083c76fcc8ac6424d008f1034eedf96"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-errorhandling-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","cb34f8d3a8c9038e14172e2b09c5a91b","9a4748d8b30337ecf020b1171e016d7ba0690fd9","3975ca725ae8f6f635560329ee00e214f58d6a2c9e8d355756481f92c068cd43"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-file-l1-1-0.dll","22328","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","b9a429a9ffb3c3309222e6a8fc7a0ada","b632d18582c8dd658b32d460d7f539c0ef4967a4","d62e2dcb011f08b416addaa11d07fc295427f57ca31b0098a71cc7ed6fe2e95e"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-file-l1-2-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","31e207b01e67b6563d2cf9110d06a1d2","f12832e055c0f0d70fc44b4cb0215c17aa948332","6b31a206c051815be9f7b366d2a9d2464747a56888a7307a924ecdac558271e1"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-file-l2-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","f2d12342c68e51aa748d4937f3ec7ded","22368cebce89feb929004f73bd0f7236f7050e36","6ba964ad55822f55eea14f73a48deb164b337639a82da677fc6efc1c539fe81e"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-handle-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","b9f26ef46b152fa6cdca3c64d30bd230","3a8d178f69f3b1414d59402ae16d128ce8910ad3","69ebc1072b678643a9e64ff6455cc02880da4b542e45f93d6d479fccfb73c07d"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-heap-l1-1-0.dll","19256","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","2158d279cbfe7fff860dcdbf7faf7862","7f08b640b2a9c1ae78bfee4fb3127cf3ad050136","b41e478248ff99012f2d67813c1ba1b7ca41890289bb9027181c1238f6472e51"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-interlocked-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","60babf4b2f09c6fda643a4a78184275e","2ea2e8a553ff34602148aa5209474744f322a17e","a934ee2bda04576524c4b9e05186179af388bcdf782aef02878a342427f3361d"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-libraryloader-l1-1-0.dll","19256","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","6336d1ad4aee213368b4912766ee0cb4","cb34a716ea4adfb719bbb6425d7fc27ad88a5633","def954361eba9ca81693dde0ceb108136cbc1b5c9e50bafc62182079219d0735"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-localization-l1-2-0.dll","21304","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","9b43f5733a98e5c6095996916f889987","01ba4d84cb2adf3536c31b1c41375d141dcd2ba1","2b7e6b54ebc2b9556e2f75e7372d4b2d16758f928b79395b8a55c7acdca93341"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-memory-l1-1-0.dll","19256","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","30900c3d64ce91f0f746e39e362c6932","a06271d1fa3fb0942cfe21481c0d3ec2a99800b7","1fcc4c3c6c688c02c4b61a4d054d45f97cbf8fbb34f8d306a9d455db7d44f641"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-namedpipe-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","601b09085998a04dc6de2997361ab345","902523060cb671545843fb6fc50ce55e7ca03a44","3a1bbd714ba09814a42b62eef1abd48c27f4c02c5b0c69975e017406e8037f77"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-processenvironment-l1-1-0.dll","19768","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","8bbf592d45c8760f276c5621d255f923","7f5ec1473438234dc6aaa8da4041a6ee4ed411b6","c18fcf72b0b53be9c41c5f8e60f1dcbe15f8a374880f2abb9b5e8aad17a508a0"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-processthreads-l1-1-0.dll","20792","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","8ab1b920ed85fc13cc4d1ed24f42ba26","9fb5dd3202f1e1a3407db1563548ea0369947145","c042b609479eafbb7eaa98586f4178455ece1db9ffb441f7ec0f8026ed1d0de6"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-processthreads-l1-1-1.dll","19256","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","95b0eb891b1e869568a2bf9ab67eab0f","09cf1cbb3089fc418eb933d1b4611cca0d4ad327","5129795d6e0aeca2fa56aaa56d71d2e9809c2ad77c14265abcb51fe832105e00"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-profile-l1-1-0.dll","18232","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","26eca2059f90e3e0c1f821048a8f0a2e","84458a782841cfec688dbe5da0abb39796722376","49d214f07eced8a966e9ce102cd6a5fec8c9bb47ee3f1d027c23a258142b44b8"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-rtlsupport-l1-1-0.dll","19256","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","1ccb1dd1023c9dbe2d6cd4a758d5da3b","c668294b4ef0c67a0721fce2ea39672d9e57d9d9","ef8814992833c056235cdfb04214758ec1e5bfc147069d005920f05a18056169"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-string-l1-1-0.dll","18744","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","2e06808feb17f4764c97a48b68d0d021","5bde9f243b4af105240da1b2c79a62dac82a57d0","aaa457e091a2737df36849b0b403eee22ea571ba09dc4f181c7177c2f254a6dd"
"CrowdResponse","C:\Program Files\Microsoft Monitoring Agent\Agent\Health Service State\Monitoring Host Temporary Files 4\449\WindowsOSBinaries\DSC\","api-ms-win-core-synch-l1-1-0.dll","20792","0x20","ARCHIVE","2022-10-12T03:11:31Z","2022-10-12T03:11:31Z","2018-03-30T09:57:08Z","Microsoft Corporation","ApiSet Stub DLL","10.0.16299.15 (WinBuild.160101.0800)","apisetstub","&#169; Microsoft Corporation. All rights reserved.","apisetstub","Microsoft&#174; Windows&#174; Operating System","10.0.16299.15","TRUE","TRUE","SUCCESS","The file is signed and the signature was verified","Microsoft Corporation","Embedded","3c20821810a4f17905b99b3172745c4f","fcaf50570ca3a89decfa1904fdb86421b6c7deb1","a79597dbacd18716bf6bf0cfaa0c647b862165d48972937669bac03a9d196f71"
